TR.NAME,GENE.NAME,N.EXONS,N.INTRONS,TRANSCRIPT.L,EXONS.L,INTRONS.L,AV.INTRON.L,AV.EXON.L,INTRONS.dev.EXONS
NM_138617,RHCE,7,6,58625,1230,57395,9565.833333,175.7142857,46.66260163
NM_138616,RHCE,7,6,58625,1172,57453,9575.5,167.4285714,49.02133106
NM_020379,MAN1C1,12,11,168741,4653,164088,14917.09091,387.75,35.26499033
NM_018202,TMEM57,11,10,69351,3988,65363,6536.3,362.5454545,16.38991976
NM_001289010,MAN1C1,12,11,168741,4472,164269,14933.54545,372.6666667,36.73278175
NM_001282564,TMEM57,9,8,69351,3305,66046,8255.75,367.2222222,19.98366112
NM_031286,SH3BGRL3,3,2,1802,1118,684,342,372.6666667,0.611806798
NM_024674,LIN28A,4,3,18952,4018,14934,4978,1004.5,3.716774515
NM_002953,RPS6KA1,22,21,45273,3221,42052,2002.47619,146.4090909,13.0555728
NM_001029882,AHDC1,7,6,69389,6503,62886,10481,929,9.670306013
NM_032125,TMEM222,6,5,14257,1620,12637,2527.4,270,7.800617284
NM_001201404,WASF2,8,7,85946,5164,80782,11540.28571,645.5,15.64329977
NM_006990,WASF2,9,8,85946,5680,80266,10033.25,631.1111111,14.13133803
NM_005644,TAF12,6,5,39997,1119,38878,7775.6,186.5,34.743521
NM_001048183,PHACTR4,14,13,130790,6225,124565,9581.923077,444.6428571,20.01044177
NM_001048199,RCC1,12,11,33255,2727,30528,2775.272727,227.25,11.19471947
NM_001135218,TAF12,6,5,39997,1456,38541,7708.2,242.6666667,26.47046703
NM_001195001,PTPRU,30,29,90299,5613,84686,2920.206897,187.1,15.0874755
NM_133178,PTPRU,30,29,90299,5622,84677,2919.896552,187.4,15.06172181
NM_005704,PTPRU,31,30,90299,5653,84646,2821.533333,182.3548387,14.97364231
NM_005626,SRSF4,6,5,34389,2536,31853,6370.6,422.6666667,12.56033123
NM_133177,PTPRU,31,30,90299,5635,84664,2822.133333,181.7741935,15.02466726
NM_002379,MATN1,8,7,12310,3838,8472,1210.285714,479.75,2.207399687
NM_001195101,PTP4A2,4,3,13239,3439,9800,3266.666667,859.75,2.8496656
NM_001195100,PTP4A2,4,3,13239,3457,9782,3260.666667,864.25,2.829621059
NM_080391,PTP4A2,6,5,31968,3935,28033,5606.6,655.8333333,7.124015248
NM_001161708,SYNC,4,3,22856,3417,19439,6479.666667,854.25,5.688908399
NM_001127361,RNF19B,9,8,28238,2612,25626,3203.25,290.2222222,9.810872894
NM_012316,KPNA6,14,13,68526,7386,61140,4703.076923,527.5714286,8.277822908
NM_001256121,S100PBP,7,6,41439,4352,37087,6181.166667,621.7142857,8.521829044
NM_001040441,ZBTB8A,5,4,66772,7338,59434,14858.5,1467.6,8.099482148
NM_022753,S100PBP,7,6,41363,4366,36997,6166.166667,623.7142857,8.473889143
NM_153341,RNF19B,9,8,28238,2565,25673,3209.125,285,10.00896686
NM_004964,HDAC1,14,13,41518,2105,39413,3031.769231,150.3571429,18.72351544
NM_030786,SYNC,5,4,22856,3498,19358,4839.5,699.6,5.53401944
NM_145238,ZSCAN20,8,7,23765,4226,19539,2791.285714,528.25,4.62352106
NM_198040,PHC2,14,13,51972,3887,48085,3698.846154,277.6428571,12.37072292
NM_024874,KIAA0319L,21,20,123948,4833,119115,5955.75,230.1428571,24.6461825
NM_024852,AGO3,19,18,125382,3664,121718,6762.111111,192.8421053,33.21997817
NM_017629,AGO4,18,17,49664,7078,42586,2505.058824,393.2222222,6.016671376
NM_005095,ZMYM4,30,29,152979,7024,145955,5032.931034,234.1333333,20.77947039
NM_177422,AGO3,17,16,125382,3404,121978,7623.625,200.2352941,35.83372503
NM_178548,TFAP2E,7,6,21958,2194,19764,3294,313.4285714,9.008204193
NM_032017,STK40,12,11,46310,3906,42404,3854.909091,325.5,10.85611879
NM_000831,GRIK3,16,15,238718,9235,229483,15298.86667,577.1875,24.84926909
NM_001282547,STK40,11,10,46310,3668,42642,4264.2,333.4545455,11.62540894
NM_001282546,STK40,11,10,46310,3683,42627,4262.7,334.8181818,11.5739886
NM_024640,YRDC,5,4,5253,1841,3412,853,368.2,1.853340576
NM_024700,SNIP1,4,3,19897,4609,15288,5096,1152.25,3.316988501
NM_005540,INPP5B,24,23,86362,4478,81884,3560.173913,186.5833333,18.28584189
NM_022157,RRAGC,7,6,21628,2740,18888,3148,391.4285714,6.893430657
NM_001271851,RRAGC,7,6,21628,2638,18990,3165,376.8571429,7.19863533
NM_012421,RLF,8,7,79554,6258,73296,10470.85714,782.25,11.71236817
NM_001720,BMP8B,7,6,30632,3780,26852,4475.333333,540,7.103703704
NM_181809,BMP8A,7,6,38225,5633,32592,5432,804.7142857,5.785904491
NM_001031694,SCMH1,16,15,134235,3363,130872,8724.8,210.1875,38.91525424
NM_001172221,SCMH1,15,14,135820,3249,132571,9469.357143,216.6,40.80363189
NM_001172220,SCMH1,14,13,214946,3087,211859,16296.84615,220.5,68.62941367
NM_001172219,SCMH1,15,14,214946,3159,211787,15127.64286,210.6,67.04241849
NM_001172218,SCMH1,16,15,214946,3369,211577,14105.13333,210.5625,62.80112793
NM_012236,SCMH1,15,14,214946,3297,211649,15117.78571,219.8,64.19441917
NM_172163,KCNQ4,13,12,56442,3950,52492,4374.333333,303.8461538,13.28911392
NM_001172222,SCMH1,9,8,132736,2650,130086,16260.75,294.4444444,49.0890566
NM_004700,KCNQ4,14,13,56442,4113,52329,4025.307692,293.7857143,12.72283005
NM_001127714,HIVEP3,8,7,412344,12327,400017,57145.28571,1540.875,32.45047457
NM_024503,HIVEP3,9,8,412344,12411,399933,49991.625,1379,32.22407542
NM_001198852,FOXJ3,12,11,158678,5124,153554,13959.45455,427,29.96760343
NM_001198851,FOXJ3,15,14,158428,5367,153061,10932.92857,357.8,28.51891187
NM_001198850,FOXJ3,13,12,159340,5322,154018,12834.83333,409.3846154,28.93987223
NM_014947,FOXJ3,13,12,158695,5244,153451,12787.58333,403.3846154,29.26220442
NM_173642,RIMKLA,5,4,43434,10574,32860,8215,2114.8,3.10762247
NM_001242750,LOC100129924,7,6,10242,990,9252,1542,141.4285714,9.345454545
NM_001195831,WDR65,24,23,82030,4189,77841,3384.391304,174.5416667,18.5822392
NM_001253357,TIE1,23,22,22217,3922,18295,831.5909091,170.5217391,4.664711882
NM_015284,SZT2,71,70,64364,14050,50314,718.7714286,197.8873239,3.581067616
NM_005424,TIE1,23,22,22217,4005,18212,827.8181818,174.1304348,4.547315855
NM_152498,WDR65,11,10,38550,3048,35502,3550.2,277.0909091,11.6476378
NM_001167965,WDR65,11,10,38550,3045,35505,3550.5,276.8181818,11.66009852
NM_001270465,ST3GAL3,8,7,223635,1813,221822,31688.85714,226.625,122.3507998
NM_001270466,ST3GAL3,5,4,223635,1484,222151,55537.75,296.8,149.6974394
NM_174968,ST3GAL3,13,12,223635,2438,221197,18433.08333,187.5384615,90.72887613
NM_174967,ST3GAL3,7,6,223635,1629,222006,37001,232.7142857,136.2836096
NM_024066,ERI3,9,8,134199,1752,132447,16555.875,194.6666667,75.59760274
NM_001270460,ST3GAL3,11,10,223635,2181,221454,22145.4,198.2727273,101.5378267
NM_001270461,ST3GAL3,9,8,223635,1930,221705,27713.125,214.4444444,114.873057
NM_001270463,ST3GAL3,8,7,223635,1787,221848,31692.57143,223.375,124.1454952
NM_006279,ST3GAL3,12,11,223635,2275,221360,20123.63636,189.5833333,97.3010989
NM_014652,IPO13,20,19,21218,4047,17171,903.7368421,202.35,4.242895972
NM_001270462,ST3GAL3,8,7,223635,1836,221799,31685.57143,229.5,120.8055556
NM_001270459,ST3GAL3,12,11,223635,2185,221450,20131.81818,182.0833333,101.3501144
NM_001270464,ST3GAL3,8,7,223635,1742,221893,31699,217.75,127.3783008
NM_174969,ST3GAL3,11,10,223635,2226,221409,22140.9,202.3636364,99.46495957
NM_174970,ST3GAL3,6,5,223635,1580,222055,44411,263.3333333,140.5411392
NM_174966,ST3GAL3,10,9,223635,1979,221656,24628.44444,197.9,112.0040424
NM_174965,ST3GAL3,7,6,223635,1674,221961,36993.5,239.1428571,132.59319
NM_174964,ST3GAL3,12,11,223635,2320,221315,20119.54545,193.3333333,95.39439655
NM_174963,ST3GAL3,13,12,223635,2483,221152,18429.33333,191,89.06645187
NM_174971,ST3GAL3,12,11,223635,2389,221246,20113.27273,199.0833333,92.6102972
NM_001166588,EIF2B3,10,9,112195,1600,110595,12288.33333,160,69.121875
NM_020883,ZSWIM5,14,13,190176,5850,184326,14178.92308,417.8571429,31.50871795
NM_020365,EIF2B3,12,11,136202,2039,134163,12196.63636,169.9166667,65.7984306
NM_001261418,EIF2B3,11,10,136202,1934,134268,13426.8,175.8181818,69.42502585
NM_006845,KIF2C,21,20,27950,2901,25049,1252.45,138.1428571,8.634608756
NM_007170,TESK2,11,10,147287,3087,144200,14420,280.6363636,46.71201814
NM_001135553,MKNK1,13,12,46889,2700,44189,3682.416667,207.6923077,16.3662963
NM_003684,MKNK1,14,13,46889,2824,44065,3389.615385,201.7142857,15.60375354
NM_017739,POMGNT1,22,21,9770,2758,7012,333.9047619,125.3636364,2.542422045
NM_198973,MKNK1,12,11,46889,2613,44276,4025.090909,217.75,16.94450823
NM_001243766,POMGNT1,23,22,31626,2959,28667,1303.045455,128.6521739,9.688070294
NM_001114172,PIK3R3,11,10,92898,5187,87711,8771.1,471.5454545,16.90977444
NM_015112,MAST2,29,28,232513,5767,226746,8098.071429,198.862069,39.3178429
NM_003629,PIK3R3,10,9,92570,5685,86885,9653.888889,568.5,15.28320141
NM_001136140,CMPK1,5,4,45044,2788,42256,10564,557.6,15.15638451
NM_016308,CMPK1,6,5,45044,2936,42108,8421.6,489.3333333,14.34196185
NM_178134,CYP4Z1,12,11,50834,1919,48915,4446.818182,159.9166667,25.48983846
NM_001286239,SPATA6,12,11,176838,4978,171860,15623.63636,414.8333333,34.52390518
NM_001286238,SPATA6,13,12,176838,4973,171865,14322.08333,382.5384615,34.55962196
NM_019073,SPATA6,13,12,176838,5021,171817,14318.08333,386.2307692,34.21967736
NM_001144776,ELAVL4,7,6,97960,1880,96080,16013.33333,268.5714286,51.10638298
NM_001144775,ELAVL4,7,6,95578,1891,93687,15614.5,270.1428571,49.54362771
NM_021952,ELAVL4,7,6,92948,2108,90840,15140,301.1428571,43.09297913
NM_001144777,ELAVL4,7,6,153856,1958,151898,25316.33333,279.7142857,77.57814096
NM_001144774,ELAVL4,7,6,92948,2066,90882,15147,295.1428571,43.9893514
NM_024586,OSBPL9,24,23,172347,3902,168445,7323.695652,162.5833333,43.16888775
NM_001981,EPS15,25,24,165062,5245,159817,6659.041667,209.8,30.47035272
NM_001101662,NRD1,31,30,89745,3851,85894,2863.133333,124.2258065,22.30433654
NM_001080494,TTC39A,18,17,35010,2759,32251,1897.117647,153.2777778,11.68938021
NM_148909,OSBPL9,24,23,172347,3932,168415,7322.391304,163.8333333,42.83189217
NM_148908,OSBPL9,23,22,172347,3862,168485,7658.409091,167.9130435,43.6263594
NM_148906,OSBPL9,23,22,172347,3850,168497,7658.954545,167.3913043,43.76545455
NM_002525,NRD1,33,32,89745,4057,85688,2677.75,122.9393939,21.12102539
NM_001242361,NRD1,33,32,88848,3452,85396,2668.625,104.6060606,24.73812283
NM_001144832,TTC39A,18,17,57857,2733,55124,3242.588235,151.8333333,20.1697768
NM_024646,ZYG11B,14,13,100884,8156,92728,7132.923077,582.5714286,11.36929868
NM_032449,CC2D1B,24,23,15614,5678,9936,432,236.5833333,1.749911941
NM_001009881,ZCCHC11,30,29,129816,5880,123936,4273.655172,196,21.07755102
NM_001004339,ZYG11A,14,13,52066,4285,47781,3675.461538,306.0714286,11.15075846
NM_015269,ZCCHC11,30,29,129816,5877,123939,4273.758621,195.9,21.08882083
NM_007324,ZFYVE9,18,17,204594,5036,199558,11738.70588,279.7777778,39.62629071
NM_004799,ZFYVE9,19,18,204594,5214,199380,11076.66667,274.4210526,38.23935558
NM_016126,HSPB11,6,5,24056,607,23449,4689.8,101.1666667,38.63097199
NM_033300,LRP8,17,16,85782,7285,78497,4906.0625,428.5294118,10.77515443
NM_001168551,NDC1,18,17,73093,4723,68370,4021.764706,262.3888889,14.47596866
NM_147193,GLIS1,10,9,227973,2826,225147,25016.33333,282.6,79.66985138
NM_017522,LRP8,16,15,85782,7005,78777,5251.8,437.8125,11.24582441
NM_018087,NDC1,18,17,73093,4843,68250,4014.705882,269.0555556,14.09250465
NM_001018054,LRP8,18,17,85782,7619,78163,4597.823529,423.2777778,10.25895787
NM_004631,LRP8,19,18,85782,7797,77985,4332.5,410.3684211,10.00192382
NM_001031672,CYB5RL,8,7,27721,3541,24180,3454.285714,442.625,6.828579497
NM_001009955,SSBP3,17,16,180966,3190,177776,11111,187.6470588,55.72915361
NM_147161,ACOT11,16,15,62200,3197,59003,3933.533333,199.8125,18.45573976
NM_145716,SSBP3,18,17,180966,3272,177694,10452.58824,181.7777778,54.30745721
NM_018070,SSBP3,17,16,180966,3211,177755,11109.6875,188.8823529,55.35814388
NM_015547,ACOT11,17,16,86612,2032,84580,5286.25,119.5294118,41.62401575
NM_001278544,C8B,13,12,36932,2304,34628,2885.666667,177.2307692,15.02951389
NM_001278543,C8B,13,12,36932,2397,34535,2877.916667,184.3846154,14.40759282
NM_006252,PRKAA2,9,8,70020,9361,60659,7582.375,1040.111111,6.479970089
NM_003713,PPAP2B,6,5,84840,3314,81526,16305.2,552.3333333,24.6004828
NM_000066,C8B,12,11,36932,2174,34758,3159.818182,181.1666667,15.98804048
NM_001004303,C1orf168,20,19,100894,3480,97414,5127.052632,174,27.99252874
NM_145243,OMA1,9,8,66057,1918,64139,8017.375,213.1111111,33.44056309
NM_015888,HOOK1,22,21,61519,5879,55640,2649.52381,267.2272727,9.464194591
NM_001244714,FGGY,14,13,452654,1665,450989,34691.46154,118.9285714,270.8642643
NM_001278224,FGGY,10,9,247103,1180,245923,27324.77778,118,208.409322
NM_181712,KANK4,10,9,83248,5487,77761,8640.111111,548.7,14.17186076
NM_176877,INADL,43,42,421444,8547,412897,9830.880952,198.7674419,48.30899731
NM_001272001,DOCK7,48,47,233644,7137,226507,4819.297872,148.6875,31.73700434
NM_001272000,DOCK7,49,48,233644,7144,226500,4718.75,145.7959184,31.70492721
NM_033407,DOCK7,49,48,233644,7171,226473,4718.1875,146.3469388,31.58178776
NM_032852,ATG4C,11,10,81166,2735,78431,7843.1,248.6363636,28.67678245
NM_178221,ATG4C,11,10,81166,2687,78479,7847.9,244.2727273,29.20692222
NM_001271999,DOCK7,49,48,233644,7231,226413,4716.9375,147.5714286,31.31143687
NM_002633,PGM1,11,10,66971,2483,64488,6448.8,225.7272727,25.9718083
NM_001172819,PGM1,11,10,66438,2360,64078,6407.8,214.5454545,27.15169492
NM_001172818,PGM1,11,10,37031,2569,34462,3446.2,233.5454545,13.41455819
NM_001083592,ROR1,7,6,369364,2299,367065,61177.5,328.4285714,159.6628969
NM_005012,ROR1,9,8,407491,5863,401628,50203.5,651.4444444,68.50213201
NM_203464,AK4,6,5,84598,6893,77705,15541,1148.833333,11.27303061
NM_002227,JAK1,25,24,133283,5078,128205,5341.875,203.12,25.24714455
NM_001005353,AK4,6,5,84317,7004,77313,15462.6,1167.333333,11.03840662
NM_001256865,DNAJC6,20,19,151177,5936,145241,7644.263158,296.8,24.46782345
NM_001256864,DNAJC6,19,18,106336,5987,100349,5574.944444,315.1052632,16.76114916
NM_018211,RAVER2,12,11,88138,4373,83765,7615,364.4166667,19.15504231
NM_014787,DNAJC6,19,18,151177,5822,145355,8075.277778,306.4210526,24.96650636
NM_013410,AK4,5,4,83980,6886,77094,19273.5,1377.2,11.19575951
NM_001037341,PDE4B,17,16,582071,4320,577751,36109.4375,254.1176471,133.7386574
NM_002600,PDE4B,17,16,581408,4275,577133,36070.8125,251.4705882,135.0018713
NM_001037340,PDE4B,15,14,381874,4282,377592,26970.85714,285.4666667,88.18122373
NM_024763,WDR78,17,16,112000,3861,108139,6758.6875,227.1176471,28.00802901
NM_015640,SERBP1,8,7,22632,6709,15923,2274.714286,838.625,2.373379043
NM_144701,IL23R,11,10,93483,2825,90658,9065.8,256.8181818,32.09132743
NM_001018069,SERBP1,8,7,22632,6727,15905,2272.142857,840.875,2.364352609
NM_001018068,SERBP1,8,7,22632,6754,15878,2268.285714,844.25,2.350903168
NM_001018067,SERBP1,8,7,22632,6772,15860,2265.714286,846.5,2.341996456
NM_015139,SLC35D1,12,11,55067,6472,48595,4417.727273,539.3333333,7.508498146
NM_152665,TCTEX1D1,5,4,26592,2269,24323,6080.75,453.8,10.71970031
NM_207014,WDR78,10,9,87290,1758,85532,9503.555556,175.8,48.65301479
NM_024911,WLS,12,11,107245,2808,104437,9494.272727,234,37.19266382
NM_018841,GNG12,4,3,132008,4413,127595,42531.66667,1103.25,28.91343757
NM_001193334,WLS,11,10,107190,2479,104711,10471.1,225.3636364,42.23920936
NM_001114120,DEPDC1,12,11,23071,5450,17621,1601.909091,454.1666667,3.233211009
NM_017779,DEPDC1,11,10,23071,4597,18474,1847.4,417.9090909,4.018707853
NM_001002292,WLS,12,11,134089,2064,132025,12002.27273,172,63.96560078
NM_030816,ANKRD13C,13,12,95734,5680,90054,7504.5,436.9230769,15.85457746
NM_017768,LRRC40,15,14,60878,2960,57918,4137,197.3333333,19.56689189
NM_198716,PTGER3,4,3,195457,1846,193611,64537,461.5,104.8813651
NM_198714,PTGER3,5,4,195457,1939,193518,48379.5,387.8,99.80299123
NM_198718,PTGER3,4,3,95378,1967,93411,31137,491.75,47.48906965
NM_198717,PTGER3,3,2,195457,1818,193639,96819.5,606,106.5121012
NM_001126044,PTGER3,5,4,95378,2060,93318,23329.5,412,45.3
NM_015978,TNNI3K,25,24,309047,3048,305999,12749.95833,121.92,100.3933727
NM_001199327,FPGT-TNNI3K,24,23,266715,2806,263909,11474.30435,116.9166667,94.05167498
NM_001105659,LRRIQ3,8,7,172171,2870,169301,24185.85714,358.75,58.98989547
NM_001112808,FPGT-TNNI3K,27,26,346222,3355,342867,13187.19231,124.2592593,102.1958271
NM_001002912,C1orf173,15,14,105629,7174,98455,7032.5,478.2666667,13.72386395
NM_001130058,SLC44A5,24,23,408985,3918,405067,17611.6087,163.25,103.3861664
NM_002440,MSH4,20,19,116369,3297,113072,5951.157895,164.85,34.29542008
NM_152697,SLC44A5,24,23,404726,2545,402181,17486.13043,106.0416667,158.0278978
NM_030965,ST6GALNAC5,5,4,196553,2037,194516,48629,407.4,95.49140893
NM_017655,GIPC2,6,5,91525,2829,88696,17739.2,471.5,31.35242135
NM_198549,FAM73A,16,15,99918,6423,93495,6233,401.4375,14.55628211
NM_015534,ZZZ3,15,14,118155,4338,113817,8129.785714,289.2,26.23720609
NM_144573,NEXN,13,12,55380,3402,51978,4331.5,261.6923077,15.27865961
NM_001270384,FAM73A,16,15,99918,6426,93492,6232.8,401.625,14.54901961
NM_001172309,NEXN,12,11,55380,3209,52171,4742.818182,267.4166667,16.25771268
NM_012093,AK5,14,13,277369,3950,273419,21032.23077,282.1428571,69.22
NM_174858,AK5,14,13,277994,3339,274655,21127.30769,238.5,82.25666367
NM_022159,ELTD1,15,14,117048,3634,113414,8101,242.2666667,31.20913594
NM_012302,LPHN2,20,19,192027,5726,186301,9805.315789,286.3,32.53597625
NM_024686,TTLL7,21,20,129778,3669,126109,6305.45,174.7142857,34.37149087
NM_001010971,SAMD13,4,3,52434,1571,50863,16954.33333,392.75,32.37619351
NM_002731,PRKACB,10,9,160438,4523,155915,17323.88889,452.3,34.47158965
NM_001242862,PRKACB,9,8,56840,4219,52621,6577.625,468.7777778,12.47238682
NM_001242860,PRKACB,13,12,73534,4321,69213,5767.75,332.3846154,16.01781995
NM_001242861,PRKACB,11,10,73534,4211,69323,6932.3,382.8181818,16.46236048
NM_001242859,PRKACB,12,11,74118,4304,69814,6346.727273,358.6666667,16.22072491
NM_001242858,PRKACB,10,9,74118,4254,69864,7762.666667,425.4,16.42313117
NM_001242857,PRKACB,13,12,74118,4314,69804,5817,331.8461538,16.18080668
NM_001134664,SAMD13,4,3,48149,1409,46740,15580,352.25,33.17246274
NM_001134663,SAMD13,4,3,49194,1565,47629,15876.33333,391.25,30.43386581
NM_182948,PRKACB,10,9,94231,4493,89738,9970.888889,449.3,19.97284665
NM_001288563,WDR63,22,21,70842,2924,67918,3234.190476,132.9090909,23.22777018
NM_145172,WDR63,23,22,70842,3042,67800,3081.818182,132.2608696,22.28796844
NM_012137,DDAH1,6,5,146723,3992,142731,28546.2,665.3333333,35.75425852
NM_012152,LPAR3,3,2,79812,1724,78088,39044,574.6666667,45.29466357
NM_198077,C1orf52,3,2,9720,3266,6454,3227,1088.666667,1.976117575
NM_153259,MCOLN2,14,13,71532,3058,68474,5267.230769,218.4285714,22.39175932
NM_006536,CLCA2,14,13,32473,4038,28435,2187.307692,288.4285714,7.041852402
NM_152890,COL24A1,60,59,427207,6560,420647,7129.610169,109.3333333,64.12301829
NM_012262,HS2ST1,7,6,195348,6765,188583,31430.5,966.4285714,27.87627494
NM_001134492,HS2ST1,5,4,183792,1583,182209,45552.25,316.6,115.1036008
NM_002053,GBP1,11,10,13058,3061,9997,999.7,278.2727273,3.265926168
NM_006256,PKN2,22,21,152018,6126,145892,6947.238095,278.4545455,23.81521384
NM_052941,GBP4,11,10,17804,6156,11648,1164.8,559.6363636,1.892137752
NM_015350,LRRC8B,6,5,39150,7800,31350,6270,1300,4.019230769
NM_001134476,LRRC8B,8,7,73025,7745,65280,9325.714286,968.125,8.428663654
NM_018103,LRRC8D,3,2,114511,3777,110734,55367,1259,29.31797723
NM_001134479,LRRC8D,3,2,115418,3790,111628,55814,1263.333333,29.45329815
NM_001017975,HFM1,39,38,144105,4970,139135,3661.447368,127.4358974,27.99496982
NM_024813,RPAP2,13,12,89212,3125,86087,7173.916667,240.3846154,27.54784
NM_005665,EVI5,18,17,283710,7421,276289,16252.29412,412.2777778,37.23069667
NM_001164392,MTF2,14,13,59848,3971,55877,4298.230769,283.6428571,14.07126668
NM_001164393,MTF2,13,12,59848,3860,55988,4665.666667,296.9230769,14.50466321
NM_001164391,MTF2,16,15,59848,4064,55784,3718.933333,254,13.72637795
NM_007358,MTF2,15,14,59848,4143,55705,3978.928571,276.2,13.44557084
NM_003567,BCAR3,12,11,120053,3197,116856,10623.27273,266.4166667,36.55176728
NM_017737,FNBP1L,15,14,106532,4055,102477,7319.785714,270.3333333,25.27176326
NM_001261409,BCAR3,12,11,119585,3220,116365,10578.63636,268.3333333,36.13819876
NM_001261408,BCAR3,14,13,285365,3236,282129,21702.23077,231.1428571,87.18448702
NM_001024948,FNBP1L,14,13,106532,5357,101175,7782.692308,382.6428571,18.88650364
NM_001164473,FNBP1L,17,16,106532,4231,102301,6393.8125,248.8823529,24.17891751
NM_206886,CCDC18,28,27,98008,4342,93666,3469.111111,155.0714286,21.5720866
NM_002858,ABCD3,23,22,100288,3639,96649,4393.136364,158.2173913,26.55921957
NM_001114106,SLC44A3,15,14,74907,2412,72495,5178.214286,160.8,30.05597015
NM_001258341,SLC44A3,15,14,74907,2313,72594,5185.285714,154.2,31.38521401
NM_001258340,SLC44A3,15,14,74907,2409,72498,5178.428571,160.6,30.09464508
NM_001258342,SLC44A3,14,13,74907,2303,72604,5584.923077,164.5,31.52583587
NM_152369,SLC44A3,14,13,74705,2346,72359,5566.076923,167.5714286,30.84356351
NM_000350,ABCA4,50,49,128313,7375,120938,2468.122449,147.5,16.39837288
NM_001258343,SLC44A3,14,13,74907,2207,72700,5592.307692,157.6428571,32.94064341
NM_001122674,ABCD3,9,8,60329,976,59353,7419.125,108.4444444,60.8125
